plyrId,avgPick,draftCnt,totDrafts,pprFlg,year,firstNm,lastNm,pos,tm,adpRank
11641,155.12,536,848,0,2014,Johnny,Manziel,QB,CLE,146.0
11250,155.82,474,848,0,2014,Tyler,Eifert,TE,CIN,147.0
10738,156.89,428,848,0,2014,Marvin,Jones,WR,CIN,148.0
9101,156.94,508,848,0,2014,Jonathan,Stewart,RB,CAR,149.0
9458,157.22,425,848,0,2014,Shonn,Greene,RB,TEN,150.0
11214,158.27,446,848,0,2014,Aaron,Dobson,WR,NEP,151.0
11194,158.88,505,848,0,2014,Knile,Davis,RB,KCC,152.0
11650,159.75,428,848,0,2014,Tre,Mason,RB,STL,153.0
11672,160.83,439,848,0,2014,Marqise,Lee,WR,JAC,154.0
8776,161.06,504,848,0,2014,James,Jones,WR,OAK,155.0
10742,161.11,430,848,0,2014,Dwayne,Allen,TE,IND,156.0
9545,161.85,465,848,0,2014,Brian,Hartline,WR,MIA,157.0
6589,162.23,430,848,0,2014,Josh,McCown,QB,TBB,158.0
8917,162.64,462,848,0,2014,Ahmad,Bradshaw,RB,IND,159.0
9817,163.65,156,848,0,2014,Sam,Bradford,QB,STL,160.0
11244,164.86,395,848,0,2014,Travis,Kelce,TE,KCC,161.0
10527,165.67,418,848,0,2014,Doug,Baldwin,WR,SEA,162.0
9467,167.05,385,848,0,2014,Kenny,Britt,WR,STL,163.0
8416,167.63,440,848,0,2014,Delanie,Walker,TE,TEN,164.0
11640,168.22,251,848,0,2014,Teddy,Bridgewater,QB,MIN,165.0
11679,168.55,294,848,0,2014,Odell,Beckham,WR,NYG,166.0
9987,168.64,318,848,0,2014,James,Starks,RB,GBP,167.0
8510,168.98,342,848,0,2014,Miles,Austin,WR,CLE,168.0
10743,169.66,342,848,0,2014,Coby,Fleener,TE,IND,169.0
11526,170.56,203,848,0,2014,Tim,Wright,TE,NEP,170.0
11747,172.28,270,848,0,2014,James,White,RB,NEP,171.0
11758,172.34,264,848,0,2014,Cody,Latimer,WR,DEN,172.0
10812,173.28,243,848,0,2014,Ronnie,Hillman,RB,DEN,173.0
10961,174.52,330,848,0,2014,Lance,Dunbar,RB,DAL,174.0
11642,174.65,223,848,0,2014,Blake,Bortles,QB,JAC,175.0
10707,175.03,59,848,0,2014,David,Wilson,RB,FA,176.0
11675,175.88,119,848,0,2014,Davante,Adams,WR,GBP,177.0
10975,175.97,187,848,0,2014,Jonathan,Grimes,RB,HOU,178.0
10279,176.01,234,848,0,2014,Jake,Locker,QB,TEN,179.0
11432,177.2,122,848,0,2014,Benny,Cunningham,RB,STL,180.0
11697,178.06,198,848,0,2014,Austin,Seferian-Jenkins,TE,TBB,181.0
10601,178.17,241,848,0,2014,Andrew,Hawkins,WR,CLE,182.0
1600,179.39,173,848,0,2014,Malcom,Floyd,WR,SDC,183.0
8042,179.75,119,848,0,2014,Matt,Cassel,QB,MIN,184.0
9456,181.03,199,848,0,2014,Donald,Brown,RB,SDC,185.0
10905,181.05,146,848,0,2014,Bryce,Brown,RB,BUF,186.0
11228,181.27,222,848,0,2014,Robert,Woods,WR,BUF,187.0
9269,181.88,164,848,0,2014,Stevie,Johnson,WR,SFO,188.0
9474,182.05,246,848,0,2014,Jared,Cook,TE,STL,189.0
11785,182.59,174,848,0,2014,Richard,Rodgers,TE,GBP,190.0
10355,182.81,246,848,0,2014,Roy,Helu,RB,WAS,191.0
10719,182.93,43,848,0,2014,Justin,Blackmon,WR,JAC,192.0
9936,183.03,193,848,0,2014,Garrett,Graham,TE,HOU,193.0
10723,183.14,120,848,0,2014,Mohamed,Sanu,WR,CIN,194.0
9843,183.32,149,848,0,2014,Brandon,LaFell,WR,NEP,195.0
8838,183.6,118,848,0,2014,Brent,Celek,TE,PHI,196.0
11696,183.69,136,848,0,2014,Jace,Amaro,TE,NYJ,197.0
